"Fromid","relationship_type","toid"
"21","Positive_Impact_On","157"
"21","Positive_Impact_On","322"
"21","Positive_Impact_On","324"
"21","Positive_Impact_On","371"
"21","Positive_Impact_On","488"
"21","Positive_Impact_On","491"
"21","Positive_Impact_On","520"
"21","Positive_Impact_On","826"
"21","Positive_Impact_On","847"
"21","Positive_Impact_On","1112"
"21","Positive_Impact_On","1128"
"21","Positive_Impact_On","1319"
"21","Positive_Impact_On","1360"
"21","Positive_Impact_On","1411"
"21","Positive_Impact_On","1532"
"21","Positive_Impact_On","2117"
"21","Positive_Impact_On","2852"
"21","Positive_Impact_On","3459"
"21","Positive_Impact_On","3483"
"21","Positive_Impact_On","4947"
"21","Positive_Impact_On","4982"
"21","Positive_Impact_On","5012"
"21","Positive_Impact_On","5622"
"21","Positive_Impact_On","5785"
"21","Positive_Impact_On","7804"
"21","Positive_Impact_On","8201"
"21","Positive_Impact_On","11358"
"21","Positive_Impact_On","11548"
"21","Positive_Impact_On","12354"
"21","Raise","64"
"21","Raise","76"
"21","Raise","91"
"21","Raise","122"
"21","Raise","132"
"21","Raise","157"
"21","Raise","177"
"21","Raise","214"
"21","Raise","222"
"21","Raise","410"
"21","Raise","413"
"21","Raise","471"
"21","Raise","488"
"21","Raise","559"
"21","Raise","743"
"21","Raise","826"
"21","Raise","903"
"21","Raise","1406"
"21","Raise","1457"
"21","Raise","1574"
"21","Raise","1945"
"21","Raise","2246"
"21","Raise","2346"
"21","Raise","2515"
"21","Raise","2615"
"21","Raise","2673"
"21","Raise","2849"
"21","Raise","3056"
"21","Raise","3146"
"21","Raise","3353"
"21","Raise","3483"
"21","Raise","3819"
"21","Raise","4411"
"21","Raise","4979"
"21","Raise","5522"
"21","Raise","5952"
"21","Raise","6935"
"21","Raise","7542"
"21","Raise","13200"
"21","Relate_To","0"
"21","Relate_To","2"
"21","Relate_To","3"
"21","Relate_To","14"
"21","Relate_To","18"
"21","Relate_To","25"
"21","Relate_To","28"
"21","Relate_To","29"
"21","Relate_To","33"
"21","Relate_To","35"
"21","Relate_To","37"
"21","Relate_To","39"
"21","Relate_To","63"
"21","Relate_To","76"
"21","Relate_To","83"
"21","Relate_To","91"
"21","Relate_To","98"
"21","Relate_To","111"
"21","Relate_To","132"
"21","Relate_To","145"
"21","Relate_To","157"
"21","Relate_To","180"
"21","Relate_To","222"
"21","Relate_To","238"
"21","Relate_To","291"
"21","Relate_To","322"
"21","Relate_To","370"
"21","Relate_To","371"
"21","Relate_To","406"
"21","Relate_To","410"
"21","Relate_To","471"
"21","Relate_To","472"
"21","Relate_To","483"
"21","Relate_To","488"
"21","Relate_To","494"
"21","Relate_To","520"
"21","Relate_To","567"
"21","Relate_To","692"
"21","Relate_To","759"
"21","Relate_To","826"
"21","Relate_To","847"
"21","Relate_To","876"
"21","Relate_To","906"
"21","Relate_To","961"
"21","Relate_To","1028"
"21","Relate_To","1128"
"21","Relate_To","1143"
"21","Relate_To","1156"
"21","Relate_To","1168"
"21","Relate_To","1189"
"21","Relate_To","1243"
"21","Relate_To","1247"
"21","Relate_To","1258"
"21","Relate_To","1360"
"21","Relate_To","1407"
"21","Relate_To","1505"
"21","Relate_To","1532"
"21","Relate_To","1620"
"21","Relate_To","1654"
"21","Relate_To","1689"
"21","Relate_To","1783"
"21","Relate_To","1918"
"21","Relate_To","1950"
"21","Relate_To","1963"
"21","Relate_To","2029"
"21","Relate_To","2037"
"21","Relate_To","2124"
"21","Relate_To","2246"
"21","Relate_To","2280"
"21","Relate_To","2346"
"21","Relate_To","2615"
"21","Relate_To","2677"
"21","Relate_To","2849"
"21","Relate_To","2852"
"21","Relate_To","3056"
"21","Relate_To","3065"
"21","Relate_To","3073"
"21","Relate_To","3146"
"21","Relate_To","3192"
"21","Relate_To","3378"
"21","Relate_To","3455"
"21","Relate_To","3459"
"21","Relate_To","3665"
"21","Relate_To","3819"
"21","Relate_To","3926"
"21","Relate_To","4118"
"21","Relate_To","4126"
"21","Relate_To","4377"
"21","Relate_To","4831"
"21","Relate_To","4982"
"21","Relate_To","5058"
"21","Relate_To","5087"
"21","Relate_To","5190"
"21","Relate_To","5237"
"21","Relate_To","5296"
"21","Relate_To","5952"
"21","Relate_To","5971"
"21","Relate_To","6619"
"21","Relate_To","7064"
"21","Relate_To","7085"
"21","Relate_To","7564"
"21","Relate_To","7738"
"21","Relate_To","7793"
"21","Relate_To","8271"
"21","Relate_To","8274"
"21","Relate_To","8586"
"21","Relate_To","8669"
"21","Relate_To","9355"
"21","Relate_To","9470"
"21","Relate_To","9967"
"21","Relate_To","9992"
"21","Relate_To","10399"
"21","Relate_To","10635"
"21","Relate_To","11325"
"22","Control","4"
"22","Control","6"
"22","Control","918"
"22","Control","1157"
"22","Control","1908"
"22","Control","3826"
"22","Control","7919"
"22","Has","0"
"22","Has","6"
"22","Has","7"
"22","Has","121"
"22","Has","1694"
"22","Has","3214"
"22","Has","5233"
"22","Has","8238"
"22","Has","10178"
"22","Impact","6"
"22","Impact","414"
"22","Impact","633"
"22","Impact","3483"
"22","Invests_In","649"
"22","Invests_In","4832"
"22","Is_Member_Of","29"
"22","Negative_Impact_On","1"
"22","Negative_Impact_On","6"
"22","Negative_Impact_On","160"
"22","Operate_In","918"
"22","Operate_In","2367"
"22","Operate_In","3826"
"22","Operate_In","4313"
"22","Operate_In","8238"
"22","Participates_In","11524"
"22","Relate_To","0"
"22","Relate_To","4"
"22","Relate_To","6"
"22","Relate_To","23"
"22","Relate_To","29"
"22","Relate_To","73"
"22","Relate_To","116"
"22","Relate_To","121"
"22","Relate_To","155"
"22","Relate_To","649"
"22","Relate_To","772"
"22","Relate_To","777"
"22","Relate_To","1387"
"22","Relate_To","1476"
"22","Relate_To","2157"
"22","Relate_To","2429"
"22","Relate_To","4181"
"22","Relate_To","4832"
"22","Relate_To","5075"
"22","Relate_To","5412"
"22","Relate_To","5628"
"22","Relate_To","5834"
"22","Relate_To","6897"
"22","Relate_To","7983"
"23","Announce","445"
"23","Announce","1385"
"23","Announce","2570"
"23","Announce","2953"
"23","Control","6"
"23","Control","13"
"23","Control","22"
"23","Control","54"
"23","Control","92"
"23","Control","93"
"23","Control","111"
"23","Control","155"
"23","Control","188"
"23","Control","319"
"23","Control","320"
"23","Control","442"
"23","Control","474"
"23","Control","516"
"23","Control","772"
"23","Control","2142"
"23","Control","2266"
"23","Control","2561"
"23","Control","3237"
"23","Control","3749"
"23","Control","3777"
"23","Control","3874"
"23","Control","4316"
"23","Control","6741"
"23","Control","6757"
"23","Control","9433"
"23","Control","12072"
"23","Control","12247"
"23","Control","13165"
"23","Has","0"
"23","Has","6"
"23","Has","155"
"23","Has","280"
"23","Has","613"
"23","Has","633"
"23","Has","1293"
"23","Has","2514"
"23","Has","2996"
"23","Has","3237"
"23","Has","3467"
"23","Impact","22"
"23","Impact","41"
"23","Impact","73"
"23","Impact","576"
"23","Impact","1073"
"23","Impact","1691"
"23","Impact","3237"
"23","Impact","4750"
"23","Impact","8704"
"23","Impact","8868"
"23","Introduce","777"
"23","Invests_In","13"
"23","Invests_In","10428"
"23","Invests_In","10727"
"23","Is_Member_Of","6"
"23","Is_Member_Of","155"
"23","Is_Member_Of","474"
"23","Is_Member_Of","516"
"23","Negative_Impact_On","89"
"23","Negative_Impact_On","2142"
"23","Negative_Impact_On","3237"
"23","Negative_Impact_On","7389"
"23","Negative_Impact_On","9283"
"23","Negative_Impact_On","13165"
"23","Operate_In","6"
"23","Operate_In","32"
"23","Operate_In","155"
"23","Operate_In","336"
"23","Operate_In","474"
"23","Operate_In","1507"
"23","Participates_In","608"
"23","Participates_In","1301"
"23","Participates_In","1886"
"23","Participates_In","4127"
"23","Participates_In","12072"
"23","Raise","5198"
"23","Relate_To","0"
"23","Relate_To","1"
"23","Relate_To","2"
"23","Relate_To","6"
"23","Relate_To","7"
"23","Relate_To","12"
"23","Relate_To","15"
"23","Relate_To","23"
"23","Relate_To","31"
"23","Relate_To","46"
"23","Relate_To","105"
"23","Relate_To","121"
"23","Relate_To","126"
"23","Relate_To","135"
"23","Relate_To","155"
"23","Relate_To","185"
"23","Relate_To","188"
"23","Relate_To","201"
"23","Relate_To","273"
"23","Relate_To","319"
"23","Relate_To","336"
"23","Relate_To","347"
"23","Relate_To","422"
"23","Relate_To","474"
"23","Relate_To","516"
"23","Relate_To","772"
"23","Relate_To","777"
"23","Relate_To","830"
"23","Relate_To","1322"
"23","Relate_To","1718"
"23","Relate_To","2142"
"23","Relate_To","2184"
"23","Relate_To","2266"
"23","Relate_To","2957"
"23","Relate_To","3190"
"23","Relate_To","3237"
"23","Relate_To","3309"
"23","Relate_To","4588"
"23","Relate_To","5074"
"23","Relate_To","5816"
"23","Relate_To","6104"
"23","Relate_To","6757"
"23","Relate_To","6835"
"23","Relate_To","7004"
"23","Relate_To","7389"
"23","Relate_To","8006"
"23","Relate_To","9283"
"23","Relate_To","10626"
"23","Relate_To","11291"
"23","Relate_To","11375"
"24","Announce","2183"
"24","Control","1"
"24","Control","8"
"24","Control","10"
"24","Control","18"
"24","Control","42"
"24","Control","64"
"24","Control","69"
"24","Control","91"
"24","Control","119"
"24","Control","132"
"24","Control","198"
"24","Control","203"
"24","Control","370"
"24","Control","371"
"24","Control","472"
"24","Control","484"
"24","Control","554"
"24","Control","619"
"24","Control","847"
"24","Control","970"
"24","Control","1005"
"24","Control","1063"
"24","Control","1084"
"24","Control","1136"
"24","Control","1223"
"24","Control","1725"
"24","Control","1866"
"24","Control","2380"
"24","Control","2425"
"24","Control","2745"
"24","Control","3099"
"24","Control","5012"
"24","Control","5949"
"24","Control","6791"
"24","Control","7132"
"24","Control","7500"
"24","Control","8086"
"24","Control","8201"
"24","Control","8298"
"24","Control","12828"
"24","Decrease","18"
"24","Decrease","24"
"24","Decrease","64"
"24","Decrease","76"
"24","Decrease","122"
"24","Decrease","132"
"24","Decrease","189"
"24","Decrease","214"
"24","Decrease","370"
"24","Decrease","472"
"24","Decrease","559"
"24","Decrease","1241"
"24","Decrease","1560"
"24","Decrease","1647"
"24","Decrease","1757"
"24","Decrease","1869"
"24","Decrease","1918"
"24","Decrease","2183"
"24","Decrease","2217"
"24","Decrease","2303"
"24","Decrease","2981"
"24","Decrease","3792"
"24","Decrease","4864"
"24","Decrease","7495"
"24","Decrease","7689"
"24","Decrease","11119"
"24","Has","8"
"24","Has","11"
"24","Has","20"
"24","Has","36"
"24","Has","198"
"24","Has","214"
"24","Has","841"
"24","Has","1239"
"24","Has","1482"
"24","Has","1869"
"24","Has","2166"
"24","Has","2183"
"24","Has","2595"
"24","Has","3026"
"24","Has","3035"
"24","Has","3792"
"24","Has","5057"
"24","Has","7129"
"24","Has","7763"
"24","Has","9167"
"24","Has","10141"
"24","Has","11846"
"24","Has","13641"
"24","Impact","0"
"24","Impact","3"
"24","Impact","18"
"24","Impact","20"
"24","Impact","36"
"24","Impact","64"
"24","Impact","76"
"24","Impact","91"
"24","Impact","98"
"24","Impact","111"
"24","Impact","122"
"24","Impact","132"
"24","Impact","269"
"24","Impact","291"
"24","Impact","322"
"24","Impact","371"
"24","Impact","411"
"24","Impact","472"
"24","Impact","483"
"24","Impact","517"
"24","Impact","535"
"24","Impact","567"
"24","Impact","743"
"24","Impact","847"
"24","Impact","970"
"24","Impact","1023"
"24","Impact","1084"
"24","Impact","1136"
"24","Impact","1247"
"24","Impact","1314"
"24","Impact","1647"
"24","Impact","1689"
"24","Impact","1725"
"24","Impact","1844"
"24","Impact","1869"
"24","Impact","1948"
"24","Impact","1965"
"24","Impact","2147"
"24","Impact","2535"
"24","Impact","2563"
"24","Impact","2669"
"24","Impact","3035"
"24","Impact","3099"
"24","Impact","3455"
"24","Impact","3830"
"24","Impact","4864"
"24","Impact","5012"
"24","Impact","5120"
"24","Impact","5510"
"24","Impact","5570"
"24","Impact","5889"
"24","Impact","6935"
"24","Impact","7064"
"24","Impact","7367"
"24","Impact","8028"
"24","Impact","8271"
"24","Impact","8735"
"24","Impact","10056"
"24","Impact","10564"
"24","Impact","11547"
"24","Impact","11548"
"24","Introduce","3792"
"24","Invests_In","354"
"24","Is_Member_Of","1"
"24","Is_Member_Of","73"
"24","Is_Member_Of","87"
"24","Is_Member_Of","711"
"24","Is_Member_Of","1063"
"24","Is_Member_Of","10725"
"24","Is_Member_Of","11409"
"24","Negative_Impact_On","0"
"24","Negative_Impact_On","2"
"24","Negative_Impact_On","18"
"24","Negative_Impact_On","24"
"24","Negative_Impact_On","76"
"24","Negative_Impact_On","98"
"24","Negative_Impact_On","252"
"24","Negative_Impact_On","322"
"24","Negative_Impact_On","371"
"24","Negative_Impact_On","472"
"24","Negative_Impact_On","483"
"24","Negative_Impact_On","517"
"24","Negative_Impact_On","567"
"24","Negative_Impact_On","790"
"24","Negative_Impact_On","1168"
"24","Negative_Impact_On","1220"
"24","Negative_Impact_On","1553"
"24","Negative_Impact_On","1906"
"24","Negative_Impact_On","6083"
"24","Negative_Impact_On","11547"
"24","Operate_In","1"
"24","Operate_In","24"
"24","Operate_In","64"
"24","Operate_In","73"
"24","Operate_In","132"
"24","Operate_In","269"
"24","Operate_In","472"
"24","Operate_In","559"
"24","Operate_In","1136"
"24","Operate_In","1725"
"24","Operate_In","3792"
"24","Operate_In","4365"
"24","Operate_In","4864"
"24","Operate_In","5815"
"24","Operate_In","8187"
"24","Participates_In","1532"
"24","Participates_In","1844"
"24","Participates_In","4831"
"24","Participates_In","8028"
"24","Positive_Impact_On","0"
"24","Positive_Impact_On","18"
"24","Positive_Impact_On","64"
"24","Positive_Impact_On","98"
"24","Positive_Impact_On","111"
"24","Positive_Impact_On","172"
"24","Positive_Impact_On","472"
"24","Positive_Impact_On","483"
"24","Positive_Impact_On","517"
"24","Positive_Impact_On","559"
"24","Positive_Impact_On","567"
"24","Positive_Impact_On","692"
"24","Positive_Impact_On","804"
"24","Positive_Impact_On","1574"
"24","Positive_Impact_On","1647"
"24","Positive_Impact_On","1725"
"24","Positive_Impact_On","2259"
"24","Positive_Impact_On","3035"
"24","Positive_Impact_On","11409"
"24","Raise","10"
"24","Raise","18"
"24","Raise","64"
"24","Raise","87"
"24","Raise","91"
"24","Raise","122"
"24","Raise","132"
"24","Raise","214"
"24","Raise","291"
"24","Raise","316"
"24","Raise","324"
"24","Raise","472"
"24","Raise","711"
"24","Raise","858"
"24","Raise","1063"
"24","Raise","1241"
"24","Raise","1275"
"24","Raise","1532"
"24","Raise","1553"
"24","Raise","1560"
"24","Raise","1563"
"24","Raise","1725"
"24","Raise","1757"
"24","Raise","2183"
"24","Raise","2217"
"24","Raise","3394"
"24","Raise","4437"
"24","Raise","4864"
"24","Raise","7150"
"24","Raise","7658"
"24","Raise","9220"
"24","Raise","9574"
"24","Raise","11119"
"24","Relate_To","2"
"24","Relate_To","3"
"24","Relate_To","7"
"24","Relate_To","18"
"24","Relate_To","21"
"24","Relate_To","36"
"24","Relate_To","61"
"24","Relate_To","64"
"24","Relate_To","87"
"24","Relate_To","91"
"24","Relate_To","98"
"24","Relate_To","101"
"24","Relate_To","156"
"24","Relate_To","269"
"24","Relate_To","291"
"24","Relate_To","354"
"24","Relate_To","472"
"24","Relate_To","483"
"24","Relate_To","517"
"24","Relate_To","559"
"24","Relate_To","600"
"24","Relate_To","847"
"24","Relate_To","873"
"24","Relate_To","1136"
"24","Relate_To","1231"
"24","Relate_To","1378"
"24","Relate_To","1406"
"24","Relate_To","1553"
"24","Relate_To","1647"
"24","Relate_To","1666"
"24","Relate_To","1725"
"24","Relate_To","1736"
"24","Relate_To","1844"
"24","Relate_To","1869"
"24","Relate_To","1948"
"24","Relate_To","2166"
"24","Relate_To","2392"
"24","Relate_To","2425"
"24","Relate_To","2463"
"24","Relate_To","2576"
"24","Relate_To","2582"
"24","Relate_To","2615"
"24","Relate_To","2692"
"24","Relate_To","2719"
"24","Relate_To","2745"
"24","Relate_To","2811"
"24","Relate_To","2897"
"24","Relate_To","3024"
"24","Relate_To","3035"
"24","Relate_To","3135"
"24","Relate_To","3792"
"24","Relate_To","4198"
"24","Relate_To","4290"
"24","Relate_To","4310"
"24","Relate_To","4417"
"24","Relate_To","4518"
"24","Relate_To","4727"
"24","Relate_To","4844"
"24","Relate_To","5570"
"24","Relate_To","5889"
"24","Relate_To","5971"
"24","Relate_To","6112"
"24","Relate_To","6631"
"24","Relate_To","6643"
"24","Relate_To","6670"
"24","Relate_To","6791"
"24","Relate_To","7538"
"24","Relate_To","7804"
"24","Relate_To","8028"
"24","Relate_To","8271"
"24","Relate_To","8298"
"24","Relate_To","9874"
"24","Relate_To","9967"
"24","Relate_To","10024"
"24","Relate_To","10308"
"24","Relate_To","10356"
"24","Relate_To","10975"
"24","Relate_To","11274"
"24","Relate_To","13417"
"24","Relate_To","13497"
"25","Control","91"
"25","Control","98"
"25","Control","111"
"25","Control","494"
"25","Control","853"
"25","Control","1406"
"25","Control","7150"
"25","Control","10544"
"25","Control","13539"
"25","Decrease","25"
"25","Decrease","1911"
"25","Decrease","4309"
"25","Has","3"
"25","Has","88"
"25","Has","96"
"25","Has","98"
"25","Has","193"
"25","Has","234"
"25","Has","483"
"25","Has","4979"
"25","Has","5268"
"25","Has","11127"
"25","Impact","1"
"25","Impact","3"
"25","Impact","18"
"25","Impact","21"
"25","Impact","24"
"25","Impact","25"
"25","Impact","31"
"25","Impact","37"
"25","Impact","51"
"25","Impact","63"
"25","Impact","82"
"25","Impact","88"
"25","Impact","91"
"25","Impact","98"
"25","Impact","111"
"25","Impact","131"
"25","Impact","132"
"25","Impact","176"
"25","Impact","177"
"25","Impact","234"
"25","Impact","252"
"25","Impact","256"
"25","Impact","285"
"25","Impact","316"
"25","Impact","322"
"25","Impact","324"
"25","Impact","333"
"25","Impact","381"
"25","Impact","382"
"25","Impact","400"
"25","Impact","413"
"25","Impact","424"
"25","Impact","472"
"25","Impact","483"
"25","Impact","494"
"25","Impact","567"
"25","Impact","692"
"25","Impact","853"
"25","Impact","867"
"25","Impact","874"
"25","Impact","951"
"25","Impact","964"
"25","Impact","1023"
"25","Impact","1354"
"25","Impact","1406"
"25","Impact","1417"
"25","Impact","1442"
"25","Impact","1443"
"25","Impact","1446"
"25","Impact","1448"
"25","Impact","1553"
"25","Impact","1574"
"25","Impact","1610"
"25","Impact","1620"
"25","Impact","1736"
"25","Impact","1945"
"25","Impact","2515"
"25","Impact","2535"
"25","Impact","2708"
"25","Impact","2719"
"25","Impact","2852"
"25","Impact","3009"
"25","Impact","3035"
"25","Impact","3065"
"25","Impact","3135"
"25","Impact","3455"
"25","Impact","3736"
"25","Impact","3926"
"25","Impact","4114"
"25","Impact","4363"
"25","Impact","4831"
"25","Impact","4979"
"25","Impact","5057"
"25","Impact","5133"
"25","Impact","5176"
"25","Impact","5300"
"25","Impact","5302"
"25","Impact","5462"
"25","Impact","5522"
"25","Impact","5575"
"25","Impact","5622"
"25","Impact","5643"
"25","Impact","5704"
"25","Impact","7064"
"25","Impact","7150"
"25","Impact","7390"
"25","Impact","7770"
"25","Impact","7958"
"25","Impact","7995"
"25","Impact","8299"
"25","Impact","8343"
"25","Impact","8548"
"25","Impact","9472"
"25","Impact","9993"
"25","Impact","10433"
"25","Impact","10514"
"25","Impact","10728"
"25","Impact","11171"
"25","Impact","11262"
"25","Impact","11280"
"25","Impact","11451"
"25","Impact","11693"
"25","Impact","12975"
"25","Is_Member_Of","37"
"25","Is_Member_Of","847"
"25","Is_Member_Of","3024"
"25","Is_Member_Of","5268"
"25","Is_Member_Of","11127"
"25","Negative_Impact_On","18"
"25","Negative_Impact_On","25"
"25","Negative_Impact_On","33"
"25","Negative_Impact_On","37"
"25","Negative_Impact_On","64"
"25","Negative_Impact_On","91"
"25","Negative_Impact_On","111"
"25","Negative_Impact_On","131"
"25","Negative_Impact_On","132"
"25","Negative_Impact_On","176"
"25","Negative_Impact_On","222"
"25","Negative_Impact_On","249"
"25","Negative_Impact_On","316"
"25","Negative_Impact_On","324"
"25","Negative_Impact_On","333"
"25","Negative_Impact_On","400"
"25","Negative_Impact_On","413"
"25","Negative_Impact_On","483"
"25","Negative_Impact_On","567"
"25","Negative_Impact_On","583"
"25","Negative_Impact_On","790"
"25","Negative_Impact_On","853"
"25","Negative_Impact_On","927"
"25","Negative_Impact_On","1023"
"25","Negative_Impact_On","1406"
"25","Negative_Impact_On","1472"
"25","Negative_Impact_On","1610"
"25","Negative_Impact_On","1615"
"25","Negative_Impact_On","1725"
"25","Negative_Impact_On","1796"
"25","Negative_Impact_On","1888"
"25","Negative_Impact_On","2002"
"25","Negative_Impact_On","2280"
"25","Negative_Impact_On","2535"
"25","Negative_Impact_On","2852"
"25","Negative_Impact_On","3009"
"25","Negative_Impact_On","3356"
"25","Negative_Impact_On","3455"
"25","Negative_Impact_On","6683"
"25","Negative_Impact_On","7150"
"25","Negative_Impact_On","10400"
"25","Negative_Impact_On","10728"
"25","Negative_Impact_On","11104"
"25","Negative_Impact_On","11296"
"25","Negative_Impact_On","11310"
"25","Positive_Impact_On","24"
"25","Positive_Impact_On","37"
"25","Positive_Impact_On","91"
"25","Positive_Impact_On","111"
"25","Positive_Impact_On","122"
"25","Positive_Impact_On","316"
"25","Positive_Impact_On","400"
"25","Positive_Impact_On","483"
"25","Positive_Impact_On","583"
"25","Positive_Impact_On","1000"
"25","Positive_Impact_On","1448"
"25","Positive_Impact_On","5622"
"25","Raise","10635"
"25","Relate_To","3"
"25","Relate_To","7"
"25","Relate_To","13"
"25","Relate_To","21"
"25","Relate_To","33"
"25","Relate_To","35"
"25","Relate_To","37"
"25","Relate_To","51"
"25","Relate_To","76"
"25","Relate_To","83"
"25","Relate_To","91"
"25","Relate_To","111"
"25","Relate_To","130"
"25","Relate_To","176"
"25","Relate_To","177"
"25","Relate_To","180"
"25","Relate_To","226"
"25","Relate_To","234"
"25","Relate_To","252"
"25","Relate_To","256"
"25","Relate_To","316"
"25","Relate_To","324"
"25","Relate_To","333"
"25","Relate_To","400"
"25","Relate_To","424"
"25","Relate_To","467"
"25","Relate_To","472"
"25","Relate_To","483"
"25","Relate_To","494"
"25","Relate_To","567"
"25","Relate_To","692"
"25","Relate_To","853"
"25","Relate_To","875"
"25","Relate_To","885"
"25","Relate_To","890"
"25","Relate_To","943"
"25","Relate_To","961"
"25","Relate_To","964"
"25","Relate_To","1073"
"25","Relate_To","1201"
"25","Relate_To","1258"
"25","Relate_To","1354"
"25","Relate_To","1392"
"25","Relate_To","1468"
"25","Relate_To","1520"
"25","Relate_To","1736"
"25","Relate_To","1796"
"25","Relate_To","1811"
"25","Relate_To","1888"
"25","Relate_To","1897"
"25","Relate_To","1910"
"25","Relate_To","1945"
"25","Relate_To","1948"
"25","Relate_To","2036"
"25","Relate_To","2719"
"25","Relate_To","2773"
"25","Relate_To","2852"
"25","Relate_To","2923"
"25","Relate_To","2998"
"25","Relate_To","3054"
"25","Relate_To","3455"
"25","Relate_To","3593"
"25","Relate_To","4363"
"25","Relate_To","4791"
"25","Relate_To","4864"
"25","Relate_To","4979"
"25","Relate_To","5300"
"25","Relate_To","6184"
"25","Relate_To","6614"
"25","Relate_To","6845"
"25","Relate_To","7085"
"25","Relate_To","7150"
"25","Relate_To","9355"
"25","Relate_To","9432"
"25","Relate_To","10514"
"25","Relate_To","10565"
"25","Relate_To","10728"
"25","Relate_To","11171"
"25","Relate_To","11693"
"25","Relate_To","11873"
"25","Relate_To","12107"
"25","Relate_To","12706"
"25","Relate_To","13436"
"25","Relate_To","13644"
"26","Control","13"
"26","Control","26"
"26","Control","72"
"26","Control","82"
"26","Control","92"
"26","Control","111"
"26","Control","188"
"26","Control","233"
"26","Control","332"
"26","Control","350"
"26","Control","362"
"26","Control","432"
"26","Control","474"
"26","Control","483"
"26","Control","525"
"26","Control","693"
"26","Control","1034"
"26","Control","1140"
"26","Control","1287"
"26","Control","1439"
"26","Control","2127"
"26","Control","2308"
"26","Control","2367"
"26","Control","2451"
"26","Control","3304"
"26","Control","3314"
"26","Control","3591"
"26","Control","3752"
"26","Control","3812"
"26","Control","4758"
"26","Control","5381"
"26","Control","5633"
"26","Control","5647"
"26","Control","5788"
"26","Control","5816"
"26","Control","6021"
"26","Control","6472"
"26","Control","7417"
"26","Control","8230"
"26","Control","8573"
"26","Control","8876"
"26","Control","9286"
"26","Control","9425"
"26","Control","9764"
"26","Control","13093"
"26","Control","13343"
"26","Control","13438"
"26","Control","13460"
"26","Has","0"
"26","Has","1"
"26","Has","23"
"26","Has","65"
"26","Has","92"
"26","Has","111"
"26","Has","233"
"26","Has","326"
"26","Has","371"
"26","Has","439"
"26","Has","464"
"26","Has","497"
"26","Has","557"
"26","Has","633"
"26","Has","917"
"26","Has","1058"
"26","Has","1301"
"26","Has","1414"
"26","Has","1630"
"26","Has","2478"
"26","Has","2686"
"26","Has","2884"
"26","Has","3314"
"26","Has","3917"
"26","Has","3995"
"26","Has","4171"
"26","Has","7303"
"26","Has","7982"
"26","Has","9389"
"26","Has","9421"
"26","Has","9530"
"26","Impact","28"
"26","Impact","190"
"26","Impact","233"
"26","Impact","242"
"26","Impact","332"
"26","Impact","397"
"26","Impact","474"
"26","Impact","1287"
"26","Impact","2230"
"26","Impact","7145"
"26","Impact","13105"
"26","Introduce","155"
"26","Introduce","10121"
"26","Invests_In","565"
"26","Invests_In","842"
"26","Invests_In","1036"
"26","Invests_In","1111"
"26","Invests_In","2262"
"26","Invests_In","5905"
"26","Invests_In","8783"
"26","Invests_In","12162"
"26","Is_Member_Of","190"
"26","Negative_Impact_On","3812"
"26","Operate_In","1"
"26","Operate_In","13"
"26","Operate_In","26"
"26","Operate_In","332"
"26","Operate_In","362"
"26","Operate_In","432"
"26","Operate_In","474"
"26","Operate_In","1034"
"26","Operate_In","1287"
"26","Operate_In","2172"
"26","Operate_In","2230"
"26","Operate_In","2287"
"26","Operate_In","2451"
"26","Operate_In","2478"
"26","Operate_In","2623"
"26","Operate_In","2934"
"26","Operate_In","5816"
"26","Operate_In","6021"
"26","Operate_In","8230"
"26","Operate_In","8876"
"26","Operate_In","9402"
"26","Operate_In","13093"
"26","Participates_In","188"
"26","Participates_In","609"
"26","Participates_In","1034"
"26","Participates_In","2172"
"26","Participates_In","2351"
"26","Participates_In","6021"
"26","Participates_In","10582"
"26","Positive_Impact_On","5816"
"26","Produce","718"
"26","Produce","2478"
"26","Raise","0"
"26","Raise","13"
"26","Raise","1300"
"26","Raise","4239"
"26","Raise","7276"
"26","Relate_To","0"
"26","Relate_To","1"
"26","Relate_To","6"
"26","Relate_To","7"
"26","Relate_To","13"
"26","Relate_To","15"
"26","Relate_To","26"
"26","Relate_To","92"
"26","Relate_To","114"
"26","Relate_To","143"
"26","Relate_To","159"
"26","Relate_To","190"
"26","Relate_To","224"
"26","Relate_To","233"
"26","Relate_To","242"
"26","Relate_To","312"
"26","Relate_To","326"
"26","Relate_To","332"
"26","Relate_To","350"
"26","Relate_To","362"
"26","Relate_To","397"
"26","Relate_To","432"
"26","Relate_To","462"
"26","Relate_To","464"
"26","Relate_To","474"
"26","Relate_To","525"
"26","Relate_To","577"
"26","Relate_To","842"
"26","Relate_To","1287"
"26","Relate_To","1439"
"26","Relate_To","2081"
"26","Relate_To","2230"
"26","Relate_To","2287"
"26","Relate_To","2451"
"26","Relate_To","2913"
"26","Relate_To","3159"
"26","Relate_To","3304"
"26","Relate_To","3752"
"26","Relate_To","3944"
"26","Relate_To","4171"
"26","Relate_To","4193"
"26","Relate_To","5546"
"26","Relate_To","5607"
"26","Relate_To","5816"
"26","Relate_To","6021"
"26","Relate_To","6472"
"26","Relate_To","7179"
"26","Relate_To","7417"
"26","Relate_To","8230"
"26","Relate_To","9286"
"26","Relate_To","9425"
"26","Relate_To","9615"
"26","Relate_To","10523"
"26","Relate_To","10864"
